numberUpdates,timeAppLastUsed,firstToLast,date_hour,date_min,activityContextPosted,category,contactSignificantContext,ledARGB,priority,significant,date_holiday,topic,seenUnlocked,date_dayofweek,date_weekend,action,appPackage
0,2268,3176,3,46, still,unknown,True,-16776961.0,0.0,True,False,online communities,1,Tues,False,True,com.vodafone.vodafone360updates
0,2900,1127,2,27,unknown,unknown,False,0.0,0.0,True,False,unknown,1,Mon,False,True,com.skype.raider
0,0,67451,16,45,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Wed,False,True,com.skype.raider
0,34,61871,17,51,unknown,unknown,False,0.0,0.0,True,False,sports,1,Fri,True,False,com.skype.raider
0,2005,62,8,18, foot walking,unknown,False,0.0,0.0,True,False,unknown,1,Thur,False,True,com.skype.raider
2,1103,3085,3,29,unknown,unknown,False,0.0,0.0,True,False,unknown,0,Fri,False,False,uk.co.bbc.goodfood2
0,124,53624,11,45, still,event,False,0.0,1.0,False,False,unknown,0,Tues,False,True,uk.co.bbc.goodfood2
0,997,41262,16,7, still,unknown,False,0.0,0.0,False,False,news,1,Sun,True,False,uk.co.bbc.goodfood2
3,79142,70516,20,36,unknown,unknown,False,0.0,0.0,False,False,unknown,0,Fri,False,True,uk.co.bbc.goodfood2
1,2,28010,13,6,unknown,unknown,False,0.0,0.0,True,False,arts & entertainment,1,Sun,True,True,com.evenwell.batteryprotect
0,0,19478,20,0,unknown,unknown,False,0.0,0.0,True,False,unknown,1,Sun,True,True,com.evenwell.batteryprotect
0,700,85062,22,10,unknown,msg,False,0.0,1.0,False,False,unknown,1,Wed,False,False,com.evenwell.batteryprotect
6,685069,57774,16,3,unknown,unknown,False,0.0,0.0,True,True,unknown,1,Mon,False,False,com.evenwell.batteryprotect
0,4559,36291,7,10, still,unknown,False,0.0,0.0,False,True,business & industrial,0,Mon,False,False,com.google.android.apps.docs
0,38615,51951,5,39,unknown,unknown,unknown,0.0,0.0,False,False,unknown,1,Mon,False,False,com.google.android.apps.docs
0,352342,8832,18,17, still,msg,False,0.0,1.0,True,False,unknown,1,Thur,False,False,com.google.android.apps.docs
0,528,148,1,19,unknown,unknown,False,0.0,1.0,True,False,unknown,1,Wed,False,False,com.google.android.apps.docs
0,0,2224,0,25,unknown,unknown,False,0.0,0.0,True,False,unknown,0,Wed,False,True,com.discord
0,26769,77842,19,46,unknown,unknown,unknown,0.0,0.0,True,False,unknown,1,Fri,False,False,com.discord
0,2,10975,18,51, still,unknown,False,0.0,1.0,True,False,sports,1,Sat,True,True,com.discord
1,7,56940,14,31,unknown,unknown,True,0.0,0.0,False,False,autos & vehicles,0,Sat,True,False,com.discord
2,31,46655,20,3,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Sun,True,True,com.oneplus.opbackup
0,2866,81321,7,35,unknown,unknown,False,0.0,0.0,True,False,unknown,1,Mon,False,False,com.oneplus.opbackup
0,11,65676,18,8,unknown,unknown,False,0.0,0.0,False,False,arts & entertainment,0,Sun,True,False,com.oneplus.opbackup
0,0,31979,11,24,unknown,unknown,False,0.0,0.0,False,False,sports,1,Tues,False,True,com.oneplus.opbackup
3,89277,52950,20,3, still,unknown,True,0.0,0.0,True,False,unknown,1,Fri,False,True,com.motorola.actions
0,425,64329,19,29, still,unknown,False,0.0,0.0,False,False,unknown,1,Tues,False,False,com.motorola.actions
4,790836,73575,22,7,unknown,unknown,True,0.0,0.0,False,False,food & drink,1,Fri,False,False,com.motorola.actions
0,0,549,4,4, still,unknown,False,0.0,0.0,False,False,autos & vehicles,1,Sat,True,True,com.motorola.actions
1,8,20977,11,22, still,unknown,False,0.0,0.0,False,False,unknown,0,Sat,True,False,com.motorola.actions
0,0,35312,11,9,unknown,unknown,False,0.0,0.0,False,False,unknown,0,Wed,False,False,com.motorola.actions
0,0,2032,2,14,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Sat,True,True,com.ryanair.cheapflights
0,300,62844,12,23,unknown,unknown,False,0.0,0.0,True,False,unknown,1,Mon,False,True,com.ryanair.cheapflights
0,5897,6707,11,46, still,unknown,False,0.0,1.0,False,True,law & government,0,Mon,False,True,com.ryanair.cheapflights
1,55510,52,11,11, still,msg,False,0.0,1.0,True,True,food & drink,0,Mon,False,True,com.ryanair.cheapflights
0,0,14929,4,16, still,unknown,False,0.0,0.0,True,False,unknown,1,Sun,True,False,com.ryanair.cheapflights
0,4159,17254,22,12, still,msg,False,0.0,0.0,False,False,news,0,Thur,False,False,com.ryanair.cheapflights
0,2979,83236,22,21, still,unknown,False,0.0,0.0,False,False,shopping,1,Tues,False,False,com.pzizz.android
0,0,10219,7,18,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Sun,True,True,com.pzizz.android
1,0,102,2,3,unknown,msg,False,0.0,0.0,False,False,autos & vehicles,0,Sat,True,True,com.pzizz.android
0,6,14905,19,5, still,unknown,False,0.0,0.0,False,False,unknown,0,Sun,True,False,com.pzizz.android
0,1,36129,1,54,unknown,unknown,False,0.0,0.0,False,False,games,1,Fri,False,True,com.pzizz.android
0,1,5657,1,2,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Tues,False,True,com.pzizz.android
0,0,51535,6,9, still,unknown,False,0.0,0.0,False,False,sports,0,Sat,True,False,com.commbank.netbank
0,39889,26016,12,39, still,unknown,False,0.0,0.0,False,False,unknown,0,Mon,False,False,com.commbank.netbank
0,16,1,0,35,unknown,unknown,False,0.0,0.0,True,False,unknown,1,Wed,False,True,com.commbank.netbank
1,17,7,1,55,unknown,msg,True,-16776961.0,1.0,True,False,unknown,1,Thur,False,True,com.commbank.netbank
0,2508,426,2,9, still,unknown,False,0.0,1.0,True,False,unknown,0,Mon,False,False,com.commbank.netbank
3,1,18406,17,43, still,unknown,True,0.0,0.0,False,False,unknown,0,Sat,True,False,com.commbank.netbank
0,1197,9376,4,31,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Wed,False,False,com.amazon.mShop.android.shopping
0,635,85933,22,12,unknown,unknown,False,0.0,0.0,True,False,sensitive subjects,1,Tues,False,True,com.amazon.mShop.android.shopping
0,0,42746,15,18,unknown,unknown,False,0.0,1.0,False,False,autos & vehicles,1,Sat,True,True,com.amazon.mShop.android.shopping
3,432,69,9,48, still,msg,False,0.0,1.0,False,False,sports,0,Sun,True,True,com.amazon.mShop.android.shopping
2,12961,45098,21,25, still,unknown,False,0.0,0.0,False,False,unknown,1,Fri,False,True,com.amazon.mShop.android.shopping
0,0,69489,13,42, foot walking,unknown,False,0.0,0.0,True,False,unknown,1,Tues,False,True,com.amazon.mShop.android.shopping
0,0,60638,16,15,unknown,msg,False,-16711936.0,2.0,True,False,business & industrial,1,Sat,True,False,com.ubercab
0,35,4280,6,18, still,unknown,unknown,0.0,0.0,False,False,arts & entertainment,1,Sun,True,False,com.ubercab
0,10,10888,12,51, still,unknown,False,0.0,-1.0,False,False,unknown,0,Tues,False,True,com.ubercab
0,0,2337,9,31, still,unknown,False,0.0,-1.0,False,False,unknown,0,Sat,True,False,com.ubercab
0,50666,65761,7,25, still,unknown,False,0.0,0.0,False,True,unknown,1,Mon,False,True,com.ubercab
0,712,1305,3,39, still,unknown,False,0.0,1.0,False,False,unknown,0,Fri,False,True,com.ubercab
0,42,686,5,10,unknown,unknown,False,0.0,1.0,True,False,unknown,1,Thur,False,True,com.samsung.android.app.spage
0,238822,13817,14,29, still,msg,False,0.0,1.0,False,False,unknown,1,Fri,False,False,com.samsung.android.app.spage
0,1110,75621,20,31, still,unknown,False,0.0,0.0,False,False,unknown,1,Thur,False,False,com.samsung.android.app.spage
0,11,76723,13,16,unknown,unknown,False,0.0,0.0,True,False,unknown,0,Sun,True,True,com.samsung.android.app.spage
0,0,28334,8,14,unknown,unknown,False,0.0,0.0,False,False,arts & entertainment,1,Sat,True,True,com.samsung.android.app.spage
0,0,44158,9,31,unknown,unknown,False,0.0,0.0,False,False,business & industrial,1,Wed,False,False,com.samsung.android.app.spage
3,738083,73620,21,23, still,unknown,False,0.0,0.0,False,False,unknown,0,Mon,False,False,com.samsung.android.app.spage
0,101,67473,15,32,unknown,unknown,True,0.0,0.0,False,False,unknown,1,Sun,True,True,com.deliveroo.orderapp
0,1616,59550,21,10, still,event,False,0.0,2.0,False,False,arts & entertainment,0,Mon,False,False,com.deliveroo.orderapp
0,39774,65463,17,37, still,unknown,False,0.0,0.0,False,True,business & industrial,1,Mon,False,True,com.deliveroo.orderapp
0,35754,19283,12,30, still,unknown,False,0.0,0.0,False,False,unknown,1,Fri,False,False,com.deliveroo.orderapp
0,635,4833,3,46, still,unknown,False,0.0,0.0,False,False,unknown,0,Sun,True,False,com.deliveroo.orderapp
0,482895,72428,17,35, still,unknown,False,0.0,0.0,False,True,unknown,0,Mon,False,True,com.deliveroo.orderapp
3,186427,3190,22,23, still,msg,False,-256.0,1.0,False,False,unknown,1,Mon,False,False,com.deliveroo.orderapp
0,23,7140,19,14,unknown,unknown,False,-16711936.0,1.0,True,False,unknown,0,Wed,False,False,net.oneplus.weather
0,2471,5861,9,11, still,unknown,False,0.0,0.0,False,False,games,1,Sun,True,False,net.oneplus.weather
0,27,73215,20,16, still,unknown,False,0.0,0.0,True,False,unknown,1,Tues,False,True,net.oneplus.weather
3,226,5940,10,11, still,unknown,False,0.0,0.0,True,False,unknown,0,Fri,False,False,net.oneplus.weather
0,547,21251,21,19,unknown,unknown,False,0.0,1.0,False,False,unknown,0,Sun,False,True,net.oneplus.weather
0,9,83016,12,51,unknown,unknown,True,0.0,0.0,False,False,online communities,0,Thur,False,False,net.oneplus.weather
0,3,45595,10,19,unknown,unknown,False,0.0,0.0,False,False,sports,0,Sun,True,False,net.oneplus.weather
0,0,15,3,8,unknown,unknown,False,-16776961.0,1.0,True,False,unknown,1,Thur,False,True,com.linkedin.android
0,214,53202,6,39,unknown,unknown,False,0.0,0.0,False,False,arts & entertainment,1,Tues,False,False,com.linkedin.android
0,0,352,3,12, still,unknown,False,0.0,0.0,False,False,unknown,1,Sat,True,False,com.linkedin.android
0,2,14871,15,28, still,msg,False,0.0,1.0,False,False,unknown,1,Sat,True,True,com.linkedin.android
0,0,9623,3,4, still,unknown,False,0.0,0.0,False,False,arts & entertainment,0,Sat,True,True,com.linkedin.android
0,0,43964,18,22, still,call,False,0.0,-1.0,True,False,unknown,0,Sun,True,False,com.linkedin.android
1,2,271,8,14,unknown,unknown,False,0.0,0.0,True,False,unknown,0,Fri,False,True,com.linkedin.android
0,69977,14095,22,43, still,msg,False,-1.0,1.0,True,True,unknown,1,Mon,False,False,com.android.bluetooth
0,4,10203,9,16,unknown,unknown,False,0.0,0.0,True,False,unknown,1,Sun,True,True,com.android.bluetooth
0,5232,21102,5,32,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Mon,False,True,com.android.bluetooth
0,899,84267,20,40,unknown,unknown,False,0.0,0.0,False,False,sports,0,Wed,False,False,com.android.bluetooth
0,0,410,11,50, still,msg,False,0.0,1.0,False,False,unknown,0,Sat,True,True,com.android.bluetooth
28,1477,424,15,4,unknown,msg,False,-1.0,1.0,True,False,unknown,0,Sun,True,False,com.android.bluetooth
0,18,58574,8,49,unknown,unknown,False,0.0,0.0,False,False,arts & entertainment,1,Wed,False,False,com.android.bluetooth
8,3215,358,13,7, still,unknown,False,0.0,1.0,True,False,unknown,0,Thur,False,True,com.android.bluetooth
1,0,43626,17,33,unknown,msg,False,0.0,2.0,False,False,arts & entertainment,0,Sun,True,True,com.android.bluetooth
0,4483,2661,10,7, still,unknown,False,0.0,0.0,False,False,unknown,0,Thur,False,False,com.android.bluetooth
3,0,1987,11,2, still,unknown,unknown,0.0,0.0,True,False,unknown,1,Sun,True,True,kik.android
0,22386,78228,14,30,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Mon,False,True,kik.android
0,187,1307,2,13,unknown,unknown,False,0.0,0.0,True,False,unknown,1,Wed,False,False,kik.android
0,78553,52579,14,28,unknown,unknown,False,0.0,0.0,True,False,unknown,1,Mon,False,False,kik.android
0,126,806,16,18, foot walking,event,False,0.0,0.0,False,False,news,0,Thur,False,True,kik.android
7,856664,69294,22,14, still,unknown,False,0.0,1.0,False,False,unknown,1,Fri,False,False,kik.android
4,17891,3371,14,10, still,unknown,False,0.0,0.0,True,False,unknown,1,Mon,False,True,kik.android
4,90,10912,10,18,unknown,unknown,False,0.0,0.0,False,False,arts & entertainment,0,Sun,True,True,kik.android
0,1202,81345,14,23,unknown,unknown,False,0.0,0.0,False,False,law & government,0,Wed,False,False,kik.android
0,6,18351,1,45, foot walking,unknown,False,0.0,0.0,True,False,unknown,0,Tues,False,True,kik.android
0,1111486,85543,22,10,unknown,unknown,False,0.0,0.0,True,True,unknown,1,Mon,False,False,kik.android
2,0,266,1,6,unknown,unknown,False,0.0,0.0,True,False,unknown,0,Sun,True,True,kik.android
0,0,3241,1,10,unknown,unknown,False,0.0,0.0,False,False,unknown,0,Sat,True,True,com.meetup
0,30929,4991,5,51, still,unknown,False,0.0,0.0,False,False,computers & electronics,0,Mon,False,False,com.meetup
0,10196,70538,14,1, still,unknown,False,0.0,0.0,False,False,arts & entertainment,1,Fri,False,True,com.meetup
0,2,9389,1,36,unknown,unknown,False,0.0,0.0,False,False,online communities,0,Tues,False,True,com.meetup
0,186,28637,14,42, still,unknown,False,0.0,1.0,False,False,unknown,0,Tues,False,True,com.meetup
0,0,9127,6,50,unknown,unknown,True,0.0,0.0,False,False,unknown,1,Sat,True,False,com.meetup
0,18,27132,5,8,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Thur,False,True,com.meetup
0,7901,224,8,22,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Mon,False,False,com.meetup
0,157,71659,16,56,unknown,unknown,True,0.0,0.0,False,False,unknown,1,Sat,True,False,com.meetup
0,8,19893,15,22, still,unknown,False,0.0,0.0,False,False,unknown,0,Sat,True,False,com.meetup
0,0,82613,15,56,unknown,unknown,False,0.0,0.0,False,False,unknown,0,Sat,True,False,com.meetup
0,1456,74336,22,12, still,unknown,False,0.0,0.0,False,False,unknown,1,Thur,False,True,com.meetup
6,32,1880,19,4,unknown,msg,False,0.0,1.0,False,False,news,0,Sun,True,False,com.mastercard.labs.qkr
0,3,86,0,12,unknown,msg,True,0.0,1.0,False,False,unknown,0,Fri,False,True,com.mastercard.labs.qkr
0,43773,84686,16,3, still,unknown,False,0.0,0.0,True,True,unknown,1,Mon,False,False,com.mastercard.labs.qkr
0,704,2254,2,6,unknown,unknown,False,0.0,0.0,False,False,business & industrial,0,Fri,False,False,com.mastercard.labs.qkr
0,0,5393,1,5, still,unknown,False,0.0,0.0,False,False,unknown,0,Sat,True,False,com.mastercard.labs.qkr
0,2,19508,9,26,unknown,unknown,False,0.0,2.0,False,False,arts & entertainment,0,Tues,False,True,com.mastercard.labs.qkr
0,256,19412,1,41,unknown,unknown,False,0.0,0.0,False,False,unknown,0,Wed,False,False,com.mastercard.labs.qkr
0,148,19477,11,34, still,unknown,False,0.0,0.0,False,False,sports,0,Sat,True,False,com.mastercard.labs.qkr
4,597490,247,3,10, still,unknown,False,0.0,0.0,False,False,unknown,0,Mon,False,False,com.mastercard.labs.qkr
6,35,1624,9,7,unknown,unknown,True,0.0,0.0,True,False,unknown,0,Sun,True,True,com.mastercard.labs.qkr
0,6405,394,1,3,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Mon,False,False,com.mastercard.labs.qkr
0,0,12044,8,3,unknown,msg,False,-16711936.0,0.0,False,False,unknown,1,Sat,False,False,com.mastercard.labs.qkr
0,227,29996,13,14, still,unknown,False,0.0,0.0,False,False,unknown,1,Tues,False,False,com.samsung.android.scloud
0,0,68801,20,18,unknown,msg,False,0.0,1.0,False,False,sports,0,Sat,True,False,com.samsung.android.scloud
0,753610,76286,22,1, still,unknown,False,0.0,0.0,False,True,unknown,1,Mon,False,False,com.samsung.android.scloud
0,20379,26053,12,46, still,unknown,False,0.0,1.0,False,False,unknown,0,Mon,False,True,com.samsung.android.scloud
0,85,124,3,9,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Wed,False,False,com.samsung.android.scloud
0,0,84349,18,20,unknown,unknown,False,0.0,0.0,False,False,arts & entertainment,0,Wed,False,False,com.samsung.android.scloud
0,0,10394,5,29,unknown,unknown,False,0.0,0.0,False,False,unknown,0,Sat,True,False,com.samsung.android.scloud
3,91,11281,12,37,unknown,unknown,True,0.0,1.0,False,False,unknown,0,Sun,True,False,com.samsung.android.scloud
0,0,38393,21,27,unknown,msg,False,0.0,0.0,False,False,arts & entertainment,1,Thur,False,False,com.samsung.android.scloud
0,167,149,0,40, still,unknown,False,0.0,2.0,True,False,online communities,0,Mon,False,True,com.samsung.android.scloud
0,1809406,83153,22,3,unknown,unknown,False,0.0,0.0,True,True,unknown,1,Mon,False,False,com.samsung.android.scloud
0,0,1802,1,51,unknown,msg,True,0.0,1.0,True,False,online communities,1,Sat,True,True,com.samsung.android.scloud
2,0,2046,14,4,unknown,msg,unknown,-16711936.0,1.0,True,False,arts & entertainment,0,Sat,True,True,org.fdroid.fdroid
0,68,49920,16,46, still,unknown,False,0.0,0.0,False,False,sports,1,Thur,False,False,org.fdroid.fdroid
2,52,11816,8,15, still,unknown,True,0.0,0.0,False,False,food & drink,1,Sun,True,False,org.fdroid.fdroid
6,3510,26617,21,11, still,unknown,False,0.0,0.0,False,False,unknown,1,Sun,True,False,org.fdroid.fdroid
3,29001,35251,19,28, still,unknown,False,0.0,0.0,False,False,unknown,0,Fri,False,True,org.fdroid.fdroid
1,14,62752,17,8,unknown,unknown,False,0.0,0.0,True,False,unknown,1,Sun,True,True,org.fdroid.fdroid
7,987808,1052,22,6, still,msg,False,0.0,1.0,False,False,unknown,0,Mon,False,True,org.fdroid.fdroid
0,1369,13170,16,0,unknown,event,False,0.0,0.0,False,False,unknown,0,Thur,False,False,org.fdroid.fdroid
0,0,55784,14,15, still,unknown,False,0.0,-1.0,False,False,unknown,0,Sat,True,True,org.fdroid.fdroid
0,0,16676,12,25,unknown,unknown,False,0.0,0.0,True,False,unknown,1,Wed,False,False,org.fdroid.fdroid
0,428,68,16,5, still,msg,False,0.0,1.0,True,False,unknown,0,Mon,False,False,org.fdroid.fdroid
2,0,4479,9,12,unknown,unknown,False,0.0,1.0,True,False,unknown,0,Wed,True,True,org.fdroid.fdroid
4,4313,57098,16,19, still,unknown,False,0.0,0.0,True,False,unknown,1,Sun,True,True,com.cilabs.moneyconf
0,29,53989,17,39,unknown,call,False,0.0,2.0,False,False,business & industrial,0,Fri,False,False,com.cilabs.moneyconf
0,10,10524,1,47,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Sun,True,False,com.cilabs.moneyconf
0,0,23564,10,42,unknown,unknown,False,0.0,0.0,True,False,unknown,1,Sat,True,True,com.cilabs.moneyconf
0,87,51304,10,13, foot walking,unknown,False,0.0,0.0,True,False,unknown,1,Thur,False,False,com.cilabs.moneyconf
6,0,1,3,8, still,msg,True,-1.0,1.0,True,False,online communities,0,Thur,False,True,com.cilabs.moneyconf
0,468,13495,9,4, still,unknown,False,0.0,0.0,False,False,unknown,1,Tues,False,False,com.cilabs.moneyconf
0,2,80227,13,29, still,unknown,False,0.0,0.0,True,False,unknown,0,Sat,True,False,com.cilabs.moneyconf
0,1,597,6,30,unknown,msg,False,0.0,1.0,True,False,arts & entertainment,0,Wed,False,True,com.cilabs.moneyconf
0,0,80586,17,52,unknown,unknown,unknown,0.0,0.0,True,False,unknown,1,Sun,True,False,com.cilabs.moneyconf
0,150,5075,5,21, still,unknown,False,0.0,0.0,False,False,shopping,1,Tues,False,False,com.cilabs.moneyconf
0,0,5091,12,40,unknown,msg,False,0.0,1.0,False,False,unknown,1,Sat,True,True,com.cilabs.moneyconf
0,1,178,0,26,unknown,unknown,True,0.0,1.0,False,False,online communities,1,Tues,False,True,com.cilabs.moneyconf
0,49339,81828,19,13, foot walking,unknown,False,0.0,0.0,False,False,unknown,0,Mon,False,True,com.srkenl.confmzaywo
0,15,71672,19,43,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Thur,False,True,com.srkenl.confmzaywo
0,1325,4619,1,14,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Fri,False,False,com.srkenl.confmzaywo
0,8061,73523,15,15, still,unknown,False,0.0,0.0,True,False,arts & entertainment,1,Tues,False,False,com.srkenl.confmzaywo
0,75,12586,7,38,unknown,call,False,0.0,0.0,True,False,business & industrial,1,Tues,False,False,com.srkenl.confmzaywo
0,763,66840,15,40,unknown,unknown,False,0.0,0.0,False,False,unknown,1,Thur,False,False,com.srkenl.confmzaywo
0,56,5819,3,7,unknown,unknown,False,0.0,0.0,False,False,unknown,0,Mon,False,False,com.srkenl.confmzaywo
6,46916,5024,21,3, still,unknown,False,0.0,1.0,True,True,unknown,0,Mon,False,True,com.srkenl.confmzaywo
0,266,52879,20,27,unknown,event,False,0.0,1.0,False,False,shopping,1,Wed,False,False,com.srkenl.confmzaywo
0,0,4076,4,46,unknown,msg,True,0.0,1.0,True,False,online communities,1,Thur,False,True,com.srkenl.confmzaywo
0,7184,52545,2,57,unknown,unknown,True,0.0,0.0,True,False,unknown,1,Mon,False,True,com.srkenl.confmzaywo
0,15,62474,17,24, still,unknown,False,0.0,0.0,True,False,unknown,1,Sun,True,True,com.srkenl.confmzaywo
0,828,25908,9,34,unknown,unknown,False,0.0,2.0,False,False,business & industrial,0,Tues,False,False,com.srkenl.confmzaywo
0,0,43687,11,33,unknown,msg,False,-16711936.0,1.0,True,False,arts & entertainment,1,Sat,True,True,com.android.phone
1,63,39,11,33,unknown,msg,False,-256.0,1.0,True,False,unknown,1,Thur,False,False,com.android.phone
0,176042,65540,19,20, still,unknown,False,0.0,0.0,False,True,unknown,0,Mon,False,False,com.android.phone
0,30,6537,2,27,unknown,unknown,False,0.0,0.0,False,False,business & industrial,1,Tues,False,True,com.android.phone
0,680,60876,18,22, still,unknown,True,0.0,0.0,False,False,unknown,0,Fri,False,False,com.android.phone
0,281,27706,10,40,unknown,unknown,False,0.0,0.0,False,False,unknown,0,Wed,False,False,com.android.phone
2,0,242,9,14,unknown,unknown,False,0.0,1.0,True,False,autos & vehicles,1,Sat,True,True,com.android.phone
14,4087,22048,22,1,unknown,msg,False,0.0,1.0,False,False,food & drink,1,Sun,True,False,com.android.phone
0,0,8315,6,14, still,unknown,False,0.0,0.0,False,False,arts & entertainment,1,Sat,True,True,com.android.phone
0,109478,6,11,18, still,event,False,0.0,1.0,True,False,unknown,1,Thur,False,False,com.android.phone
0,0,818,3,1, still,unknown,False,0.0,0.0,False,False,arts & entertainment,1,Sat,True,False,com.android.phone
0,0,61052,21,22,unknown,unknown,unknown,0.0,0.0,False,False,unknown,0,Sat,True,False,com.android.phone
4,0,17,2,3,unknown,msg,False,0.0,1.0,True,False,unknown,0,Sat,True,True,com.android.phone
1,4533,12,3,35, still,msg,False,0.0,1.0,False,False,food & drink,0,Mon,False,True,uk.co.dominos.android
0,0,3288,14,3, foot walking,unknown,False,0.0,0.0,True,False,unknown,1,Sat,True,False,uk.co.dominos.android
